Item;Ciudad;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ingles;Pingles;Sintervalos;Salario;Vacantes;Sector de la vacante
922;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;No;Otro;0;1;
923;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;Otro;0;1;
924;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;A1;Si;Otro;0;1;
925;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;A1;Si;Otro;0;1;
926;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
927;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;A1;Si;Otro;0;1;
928;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;Otro;0;1;
929;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;A1;Si;Otro;0;1;
930;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;Otro;0;1;
931;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
932;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;A1;Si;Otro;0;1;
933;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
934;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
935;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;A1;Si;Otro;0;1;
936;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;No;Otro;0;1;
937;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;A1;Si;Otro;0;1;
938;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;Otro;0;1;
939;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;A1;Si;Otro;0;1;
940;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;A1;Si;Otro;0;1;
941;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Otro;0;1;
942;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
943;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;A1;Si;Otro;0;1;
944;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
945;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;A1;Si;Otro;0;1;
946;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
947;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;A1;Si;Otro;0;1;
948;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
949;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
950;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
951;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
952;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
953;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
954;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
955;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
956;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
957;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
958;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Otro;0;1;
959;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
960;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
961;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
962;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
963;Bucaramanga;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
964;Bucaramanga;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
965;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
966;Bucaramanga;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
967;Bucaramanga;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
968;Bucaramanga;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
969;Bucaramanga;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
970;Bucaramanga;otros;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;No;Otro;0;1;
971;Bucaramanga;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;0;Otro;No;Otro;0;1;
972;Bucaramanga;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;0;Otro;No;Otro;0;1;
973;Bucaramanga;otros;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;No;Otro;0;1;
974;Bucaramanga;otros;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;No;Otro;0;1;
975;Bucaramanga;otros;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
976;Bucaramanga;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Otro;0;1;
977;Bucaramanga;otros;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;0;Otro;No;Otro;0;1;
978;Bucaramanga;otros;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;A1;Si;Otro;0;1;
979;Bucaramanga;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
980;Bucaramanga;otros;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
981;Bucaramanga;otros;2;Universitaria;0;0;0;0;5;3;0;1;0;0;0;1;A1;Si;Otro;0;1;
982;Bucaramanga;otros;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
983;Bucaramanga;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
984;Bucaramanga;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
985;Bucaramanga;otros;2;Universitaria;0;0;0;0;4;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
986;Bucaramanga;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
987;Bucaramanga;otros;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
988;Bucaramanga;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
989;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;1;1;0;1;0;0;0;1;A1;Si;Otro;0;1;
990;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;Otro;Otro;0;1;0;0;0;0;A1;Si;Otro;0;1;
991;Bucaramanga;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;A1;Si;Otro;0;1;
992;Bucaramanga;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;A1;Si;Otro;0;1;
993;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
994;Bucaramanga;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
995;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
996;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
997;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
998;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
999;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;1;0;0;0;1;A1;Si;Otro;0;1;
1000;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
1001;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;Otro;Otro;0;1;0;0;0;1;A1;Si;Otro;0;1;
1003;Bucaramanga;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
1004;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
1005;Bucaramanga;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
1006;Bucaramanga;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
1007;Bucaramanga;Docencia e I+D;3;Maestría;0;1;0;1;3;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
1008;Bucaramanga;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
1009;Bucaramanga;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
1010;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;No;Otro;0;1;
1011;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;0;A1;Si;Otro;0;1;
1012;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;No;Otro;0;1;
1013;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;No;Otro;0;1;
1014;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;Otro;No;Otro;0;1;
1015;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;A1;Si;Otro;0;1;
1016;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;No;Otro;0;1;
1017;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;No;Otro;0;1;
1018;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;Otro;0;1;
1019;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;No;Otro;0;1;
1020;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Otro;0;1;
1021;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
1022;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Otro;0;1;
1022;Bucaramanga;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A1;Si;Otro;0;1;
