Item;Ciudad;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ingles;Pingles;Sintervalos;Salario;Vacantes;Sector de la vacante
323;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;B2;Si;$3,5 a $4 millones;2;1;Servicios
324;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Servicios
325;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;0;1;0;0;1;Otro;No;$2 a $2,5 millones;2;1;Salud
326;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;1;Servicios
327;Bogotá;Docencia e I+D;3;Maestría;0;1;1;1;3;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Servicios
328;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Financiero
329;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$3 a $3,5 millones;2;1;Financiero
330;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;1;1;1;1;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
331;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
332;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;Salario a convenir;0;5;Consultorías y Asesorías
333;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;2;Consultorías y Asesorías
334;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;1;B2;Si;Salario a convenir;0;1;Construcción
335;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;14;5;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
336;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;14;5;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
337;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;1;1;0;1;1;1;Otro;No;$2,5 a $3 millones;2;1;Energético
338;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;Otro;Otro;1;1;0;0;1;1;B2;Si;$1,5 a $2 millones;1;12;Servicios
339;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;1;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
340;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;3;Servicios
341;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;B2;Si;$2,5 a $3 millones;2;1;Consultorías y Asesorías
342;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Consultorías y Asesorías
343;Bogotá;Operaciones y Procesos;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;0;B2;Si;$6 millones o más;3;1;Entretenimiento
344;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;No;$3,5 a $4 millones;2;1;Alimentos
345;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;B2;Si;$5,5 a $6 millones;3;2;Textiles, prendas de vestir y calzado
346;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Comercio al por menor - retail
347;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;$4 a $4,5 millones;2;1;Consultorías y Asesorías
348;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;B2;Si;$2 a $2,5 millones;2;1;Medios
349;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;B2;Si;$4,5 a $5 millones;2;2;Consultorías y Asesorías
350;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
351;Cali;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;1;1;0;0;1;Otro;No;$6 millones o más;3;1;Estatal
352;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$3,5 a $4 millones;2;2;Vehículos y partes
353;Bogotá;Operaciones y Procesos;2;Universitaria;0;0;0;0;3;2;0;0;0;1;1;1;C2;Si;$3,5 a $4 millones;2;2;Financiero
354;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;2;Financiero
355;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Energético
356;Cali;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;1;C2;Si;$6 millones o más;3;1;Servicios
357;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;0;1;Otro;No;$2 a $2,5 millones;2;2;Tecnología
358;Cali;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;10;4;0;0;0;0;1;0;Otro;No;$3,5 a $4 millones;2;1;Consultorías y Asesorías
359;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$3 a $3,5 millones;2;1;Educativo
360;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
361;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;1;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Financiero
362;Cali;Docencia e I+D;3;Especialización;1;0;0;1;3;2;1;0;0;1;1;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
363;Cali;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;B2;Si;$3,5 a $4 millones;2;1;Consultorías y Asesorías
364;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;C2;Si;$5,5 a $6 millones;3;1;Textiles, prendas de vestir y calzado
365;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;1;0;1;1;1;0;Otro;No;$4 a $4,5 millones;2;1;Salud
366;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Financiero
367;Cali;Docencia e I+D;3;Doctorado;0;0;1;1;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Educativo
368;Cali;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Asegurador
369;Cali;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;No;$5,5 a $6 millones;3;1;Consultorías y Asesorías
370;Cali;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;1;1;Otro;No;$1,5 a $2 millones;1;1;Estatal
371;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Estatal
372;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;1;2;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Servicios
373;Bogotá;otros;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;B2;Si;$5,5 a $6 millones;3;2;Textiles, prendas de vestir y calzado
374;Cali;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Educativo
375;Bogotá;otros;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Químicos
376;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
377;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;5;Consultorías y Asesorías
378;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
379;Cali;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;7;3;0;0;0;1;1;1;C2;Si;$6 millones o más;3;1;Consumo masivo
380;Bogotá;otros;2;Universitaria;0;0;0;0;3;2;1;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
381;Cali;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;4;2;0;0;0;0;0;0;C2;Si;Salario a convenir;0;1;Consultorías y Asesorías
382;Cali;otros;3;Especialización;0;0;0;1;3;2;0;1;0;1;0;1;Otro;No;$5,5 a $6 millones;3;2;Medios
383;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;C2;Si;$5,5 a $6 millones;3;1;Textiles, prendas de vestir y calzado
384;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;C2;Si;$5,5 a $6 millones;3;1;Textiles, prendas de vestir y calzado
385;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;1;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
386;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Asegurador
387;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Tecnología
388;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$2 a $2,5 millones;2;1;Educativo
389;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;8;4;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
390;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Consultorías y Asesorías
391;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;3;Financiero
392;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Financiero
393;Cali;Docencia e I+D;3;Maestría;0;1;0;1;3;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;1;Educativo
394;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$3 a $3,5 millones;2;1;Financiero
395;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;15;Consultorías y Asesorías
396;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Financiero
397;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Construcción
398;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;1;1;1;Otro;No;$3 a $3,5 millones;2;1;Financiero
399;Bogotá;otros;2;Universitaria;0;0;0;0;5;3;0;0;1;0;0;1;Otro;No;$1,5 a $2 millones;1;3;Publicidad y mercadeo
400;Cali;Docencia e I+D;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Comercio al por menor - retail
401;Cali;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;6;3;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Asegurador
402;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;C2;Si;$3,5 a $4 millones;2;1;Alimentos
403;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Financiero
404;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Financiero
405;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;3;Educativo
406;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$6 millones o más;3;1;Otros servicios
407;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;B2;Si;$5,5 a $6 millones;3;1;Textiles, prendas de vestir y calzado
408;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;B2;Si;$5,5 a $6 millones;3;1;Textiles, prendas de vestir y calzado
409;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;4;Consultorías y Asesorías
410;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Tecnología
411;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1.5;1;0;0;0;0;1;0;Otro;No;$2 a $2,5 millones;2;2;Financiero
412;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;No;$1,5 a $2 millones;1;2;Consultorías y Asesorías
413;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Químicos
414;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;1;Financiero
415;Cali;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;2;Financiero
416;Cali;otros;3;Especialización;0;0;0;1;4;2;0;0;0;0;1;0;B2;Si;$5,5 a $6 millones;3;1;Consultorías y Asesorías
417;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Consumo masivo
418;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;0;C2;Si;Salario a convenir;0;1;Servicios
419;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
420;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
421;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;10;4;0;0;1;0;0;1;Otro;No;$6 millones o más;3;1;Servicios
422;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Comercio al por menor - retail
423;Medellin;Operaciones y Procesos;2;Universitaria;0;0;0;0;1.5;1;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;2;Financiero
424;Medellin;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;2;2;0;0;0;0;1;1;C2;Si;Salario a convenir;0;1;Financiero
425;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Entretenimiento
426;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Entretenimiento
427;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;B2;Si;$3,5 a $4 millones;2;1;Comercio al por menor - retail
428;Medellin;otros;3;Especialización;1;0;0;1;2;2;0;0;0;0;1;1;Otro;No;$6 millones o más;3;1;Salud
429;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;1;0;1;1;1;Otro;No;$2,5 a $3 millones;2;1;Servicios
430;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Financiero
431;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;1;0;1;0;1;Otro;No;$4 a $4,5 millones;2;1;Salud
432;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;0;Otro;No;$3 a $3,5 millones;2;2;Medios
433;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;1;1;1;1;1;0;Otro;No;$2 a $2,5 millones;2;2;Tecnología
434;Medellin;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$0,5 a $1 millón;1;2;Publicidad y mercadeo
435;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
436;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;No;$6 millones o más;3;2;Tecnología
437;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;1;0;1;0;B2;Si;$5,5 a $6 millones;3;1;Consultorías y Asesorías
438;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Financiero
439;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;1;1;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
440;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Servicios
441;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;1;Otro;No;$2,5 a $3 millones;2;1;Manufactura
442;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;50;Consultorías y Asesorías
443;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;B2;Si;$4 a $4,5 millones;2;2;Energético
444;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;1;0;0;1;1;Otro;No;$4 a $4,5 millones;2;1;Consultorías y Asesorías
445;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;1;Otro;No;$3,5 a $4 millones;2;1;Servicios
446;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;5;3;0;0;1;0;1;0;Otro;No;$5,5 a $6 millones;3;2;Consultorías y Asesorías
447;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;4;Consultorías y Asesorías
448;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Educativo
449;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$3 a $3,5 millones;2;4;Comercio al por menor - retail
450;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$3 a $3,5 millones;2;3;Comercio al por menor - retail
451;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Otro
452;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1.5;1;0;1;0;0;0;1;Otro;No;$2 a $2,5 millones;2;2;Salud
453;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Pulpa, papel y cartón
454;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;C2;Si;$1,5 a $2 millones;1;10;Servicios
455;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Vehículos y partes
456;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;C2;Si;$4,5 a $5 millones;2;1;Consultorías y Asesorías
457;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$1 a $1,5 millones;1;10;Vehículos y partes
458;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Entretenimiento
459;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Entretenimiento
460;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Comercio al por menor - retail
461;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;C2;Si;$4 a $4,5 millones;2;1;Consultorías y Asesorías
462;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;Si;$4 a $4,5 millones;2;1;Financiero
463;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Construcción
464;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
465;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Financiero
466;Medellin;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;10;Servicios
467;Medellin;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;2;2;0;0;0;0;0;0;B2;Si;$3 a $3,5 millones;2;1;Energético
468;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Consultorías y Asesorías
469;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;4;Consultorías y Asesorías
470;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;30;Asegurador
471;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;1;1;10;4;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
472;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$1,5 a $2 millones;1;1;Consultorías y Asesorías
473;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
474;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;8;4;0;0;0;0;0;1;C2;Si;$5,5 a $6 millones;3;1;Energético
475;Bogotá;otros;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;Salario a convenir;0;5;Consumo masivo
476;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;1;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Construcción
477;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;6;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
478;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;7;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
479;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;B2;Si;$2,5 a $3 millones;2;1;Consumo masivo
480;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
