Item;Ciudad;Contratante;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ing;IngF;Idiomas;Pingles;Sintervalos;SalarioN;Salario;Vacantes;Sector de la vacante
1003;Bucaramanga;;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;1;A1;0;A;Si;Otro;870000;0;;
1004;Bucaramanga;;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1005;Bucaramanga;;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1006;Bucaramanga;;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;1;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1007;Bucaramanga;;Docencia e I+D;3;Maestría;0;1;0;1;3;2;0;0;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1008;Bucaramanga;;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1009;Bucaramanga;;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1010;Bucaramanga;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;;
1011;Bucaramanga;;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;1;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1012;Bucaramanga;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;;
1013;Bucaramanga;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;;
1014;Bucaramanga;;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;;
1015;Bucaramanga;;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;A1;0;A;Si;Otro;870000;0;;
1016;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;;
1017;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;;
1018;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;;
1019;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;;
1020;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;;
1021;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A1;0;A;Si;Otro;870000;0;;
1022;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;;
1022;Bucaramanga;;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A1;0;A;Si;Otro;870000;0;;
