Item;Ciudad;Contratante;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ing;IngF;Idiomas;Pingles;Sintervalos;SalarioN;Salario;Vacantes;Sector de la vacante
133;Bogotá;CASA LUKER;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;C2;6;C;Si;$2,5 a $3 millones;2750000;2;1;Alimentos
134;Bogotá;CREDICORP CAPITAL COLOMBIA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;1;0;0;0;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
135;Bogotá;CODERE COLOMBIA S.A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Entretenimiento
136;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Servicios
137;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;23;Consultorías y Asesorías
138;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;3;Consultorías y Asesorías
139;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;0;0;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;1;Otros servicios
140;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;1;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Financiero
141;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Salud
142;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$0,5 a $1 millón;750000;1;2;Financiero
143;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Telecomunicaciones
144;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Telecomunicaciones
145;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Tecnología
146;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Telecomunicaciones
147;Bogotá;INTERACTIVO CONTACT CENTER S.A;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;1;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;2;Mercadeo y publicidad
148;Bogotá;INTERACTIVO CONTACT CENTER S.A;otros;1;Técnica;0;0;0;0;3;2;0;1;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Mercadeo y publicidad
149;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
150;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;10;4;0;0;0;0;0;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Tecnología
151;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;7;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
152;Bogotá;PROQUINAL;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;1;0;0;1;5;3;0;0;0;0;1;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Textiles, prendas de vestir y calzado
153;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Otros servicios
154;Bogotá;UNIANDINOS;Docencia e I+D;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Educativo
155;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Tecnología
156;Bogotá;Rawson BPO;otros;2;Universitaria;0;0;0;0;5;3;0;0;1;1;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
157;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Construcción
158;Bogotá;Confianza S.A.;Operaciones y Procesos;3;Especialización;0;0;0;1;5;3;0;0;1;0;0;0;B2;4;B;Si;$3,5 a $4 millones;3750000;2;1;Asegurador
159;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;1;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Servicios
160;Bogotá;ORGANIZACION T&S;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;Otro;Otro;0;0;0;0;1;0;Otro;0;Otro;No;$1,5 a $2 Millones;1750000;1;2;Consultorías y Asesorías
161;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0.5;1;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;5;Financiero
162;Bogotá;Nexarte;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;4;B;Si;$3,5 a $4 millones;3750000;2;1;Consultorías y Asesorías
163;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Asegurador
164;Bogotá;PricewaterhouseCoopers;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
165;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Vehículos y partes
166;Bogotá;PricewaterhouseCoopers;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;8;4;0;0;1;0;0;0;B2;4;B;Si;Salario a convenir;870000;0;1;Consultorías y Asesorías
167;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;6;C;Si;$4 a $4,5 millones;4250000;2;1;Servicios
168;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Consultorías y Asesorías
169;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Financiero
170;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Financiero
171;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
172;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;2;Financiero
173;Bogotá;"
Empresa confidencial";otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;2;Transporte
174;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
175;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Consumo masivo
176;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0.5;1;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Consultorías y Asesorías
177;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0.5;1;0;0;0;0;0;0;B2;4;B;Si;Salario a convenir;870000;0;1;Consultorías y Asesorías
178;Bogotá;Casa Limpia;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;6;3;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Servicios
179;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
180;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;C2;6;C;Si;$5,5 a $6 millones;5750000;3;1;Consumo masivo
181;Bogotá;Millenium BPO S.A;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;3;Telecomunicaciones
182;Bogotá;Dredging International NV Colombia;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;C2;6;C;Si;$6 millones o más;6500000;3;1;Construcción
183;Bogotá;Ernst & Young Audit SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;4;B;Si;Salario a convenir;870000;0;1;Consultorías y Asesorías
184;Bogotá;Millenium BPO S.A;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 Millones;1750000;1;3;Telecomunicaciones
185;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
186;Bogotá;GLORIA COLOMBIA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 Millones;3250000;2;1;Consumo masivo
187;Bogotá;CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS SAS;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;8;4;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Energético
188;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Salud
189;Bogotá;SERDAN SA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Consultorías y Asesorías
190;Bogotá;Diane & Geordi;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Textiles, prendas de vestir y calzado
191;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;0;C2;6;C;Si;$6 millones o más;6500000;3;1;Servicios
192;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
193;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;3;Maestría;0;1;0;1;5;3;0;0;1;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Consultorías y Asesorías
194;Bogotá;Multibanca Colpatria;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;2;Financiero
195;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;12;5;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
196;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Salud
197;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Otro
198;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
199;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;1;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;2;Químicos
200;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Construcción
201;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
202;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;1;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Textiles, prendas de vestir y calzado
203;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Asegurador
204;Bogotá;Cruz Verde;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;2;Otro
205;Bogotá;"
SURA";Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Servicios
206;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;0;0;0;1;1;1;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Educativo
207;Bogotá;Deloitte;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;4;Consultorías y Asesorías
208;Bogotá;Empresa confidencial;Docencia e I+D;1;Técnica;0;0;0;0;2;2;1;1;0;1;1;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Financiero
209;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;1;1;C2;6;C;Si;$5,5 a $6 millones;5750000;3;1;Servicios
210;Bogotá;Empresa confidencial;Operaciones y Procesos;3;Especialización;1;0;0;1;2;2;1;1;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Salud
211;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Servicios
212;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$0,5 a $1 millón;750000;1;1;Servicios
213;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Consumo masivo
214;Bogotá;Opes Transformacion SAS;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
215;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;1;0;0;1;3;2;0;0;0;0;1;1;B2;4;B;Si;$3,5 a $4 millones;3750000;2;1;Manufactura
217;Bogotá;Universidad del Rosario;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;0;0;0;1;0;B2;4;B;Si;$4 a $4,5 millones;4250000;2;1;Educativo
218;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
219;Bogotá;Elite Ltda;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;10;Servicios
220;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;C2;6;C;Si;$4,5 a $5 millones;4750000;2;5;Financiero
221;Bogotá;L&L TALENTO HUMANO CONSULTORES S.A.S;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;15;5;0;0;0;0;0;1;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Consultorías y Asesorías
222;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Educativo
223;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;3;Financiero
224;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Químicos
225;Bogotá;SURA;Comercial, ventas y servicio al cliente;3;Especialización ;1;0;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Servicios
226;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;2;Financiero
227;Bogotá;COOMEVA;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;10;Servicios
228;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;1;0;0;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
229;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;1;C2;6;C;Si;$6 millones o más;6500000;3;1;Servicios
230;Bogotá;CIFIN S.A.;Docencia e I+D;3;Maestría;0;1;1;1;7;3;1;0;0;1;0;1;C2;6;C;Si;$6 millones o más;6500000;3;1;Financiero
231;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Servicios
232;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
233;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
234;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
235;Bogotá;Empresa confidencial;otros;3;Especialización;1;1;0;1;5;3;0;0;1;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
236;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Consultorías y Asesorías
237;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Consultorías y Asesorías
238;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
239;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;C2;6;C;Si;$4,5 a $5 millones;4750000;2;1;Energético
240;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
241;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Consultorías y Asesorías
242;Bogotá;Bairesdev S.A.;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;4;Tecnología
243;Bogotá;Bairesdev S.A.;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;4;Tecnología
244;Bogotá;ITBF CONSULTING S.A.S.;otros;2;Universitaria;0;0;0;0;2;2;1;1;1;1;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Tecnología
245;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Consultorías y Asesorías
246;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
247;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
248;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Consumo masivo
249;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Consultorías y Asesorías
250;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;1;1;0;1;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Salud
251;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Financiero
252;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Servicios
253;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
254;Bogotá;ALIANZA VALORES;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;5;Financiero
255;Bogotá;TALENTUM TEMPORAL SAS;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;12;Consultorías y Asesorías
256;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;1;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Tecnología
257;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;1;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Tecnología
258;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Tecnología
259;Bogotá;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Educativo
260;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;1;1;0;1;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;3;Consultorías y Asesorías
261;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;1;1;B2;4;B;Si;$2 a $2,5 millones;2250000;2;1;Servicios
262;Bogotá;Empresa confidencial;Operaciones y Procesos;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Salud
